title,author,album,url,score
Nookie,Limp Bizkit,Significant Other,https://open.spotify.com/track/1TEZWG1FdjzDdercCguTwj,
Ecuador - Original Radio Edit,Sash!,It's My Life,https://open.spotify.com/track/1arJHhz6TxMV50SNvSmGnV,
Chłopcy,Myslovitz,Miłość w czasach popkultury,https://open.spotify.com/track/1bufVeRDY4rwbM0hMIDZNd,
Sunday Girl,Blondie,Atomic/Atomix,https://open.spotify.com/track/1e1rq2wEC9hOro9YhHmL2B,
Slice Me Nice - Original Version,Fancy,Mega-Mix '98,https://open.spotify.com/track/1ea0eCLCoTNO1JNDYYs6qn,
Nah Neh Nah,Vaya Con Dios,Night Owls,https://open.spotify.com/track/1fX0h6SaZBXwmr4haRvirQ,
Porcelain,Moby,Play,https://open.spotify.com/track/1hEh8Hc9lBAFWUghHBsCel,
Music Sounds Better With You - Radio Edit,Stardust,Music Sounds Better With You,https://open.spotify.com/track/1mv4lh1rW1K6xhxhJmEezy,
Changes,"2Pac, Talent",Greatest Hits,https://open.spotify.com/track/1ofhfV90EnYhEr7Un2fWiv,
Around the World,Daft Punk,Homework,https://open.spotify.com/track/1pKYYY0dkg23sQQXi0Q5zN,
Shiny Happy People,R.E.M.,Out Of Time (25th Anniversary Edition),https://open.spotify.com/track/1v2zyAJrChw5JnfafSkwkJ,
Guerrilla Radio,Rage Against The Machine,The Battle Of Los Angeles,https://open.spotify.com/track/1wsRitfRRtWyEapl0q22o8,
Wszystkie dzieci nasze sa,Majka Jeżowska,A ja wole moja mame,https://open.spotify.com/track/1xyLPgW22ltto41tsw8cSl,
"What's The Frequency, Kenneth?",R.E.M.,Monster,https://open.spotify.com/track/1yStBw3HI2pnjbO3ihq33N,
Teksanski,Hey,Fire,https://open.spotify.com/track/1yuX7XjM3l9Gz0grQwxDIl,
Tubthumping,Chumbawamba,Tubthumper,https://open.spotify.com/track/22HYEJveCvykVDHDiEEmjZ,
Nie stało się nic,Robert Gawlinski,Kwiaty jak relikwie,https://open.spotify.com/track/23S5Wwh3PudQpnmncsiIBV,
Laleczka z saskiej porcelany,Majka Jeżowska,Kochaj сzworonogi,https://open.spotify.com/track/2757x2qpmqCvHMtdP0kRQt,
Jump,Kris Kross,Totally Krossed Out,https://open.spotify.com/track/27AHAtAirQapVldIm4c9ZX,
Scenariusz dla moich sąsiadów,Myslovitz,Z rozmyślań przy śniadaniu,https://open.spotify.com/track/2AmealVVZqRStMZVNyAByN,
Black Hole Sun,Soundgarden,Superunknown (Deluxe Edition),https://open.spotify.com/track/2EoOZnxNgtmZaD8uUmz2nD,
"What Is Love - 7"" Mix",Haddaway,The Album,https://open.spotify.com/track/2IHaGyfxNoFPLJnaEg4GTs,
Zombie,The Cranberries,No Need To Argue,https://open.spotify.com/track/2IZZqH4K02UIYg5EohpNHF,
"Yes Sir, I Can Boogie",Baccara,The Collection & Tracklisting,https://open.spotify.com/track/2LScqpywMqGcnum6nNaxXX,
"Boom, Boom, Boom, Boom!!",Vengaboys,"Boom, Boom, Boom, Boom!!",https://open.spotify.com/track/2Ld2LehpgQNREMxl9LlIzm,
Miedzy Cisza A Cisza,Grzegorz Turnau,"To Tu, To Tam",https://open.spotify.com/track/2St5CTv4T84vYqCd8VfI3d,
Sen o dolinie,Budka Suflera,Underground,https://open.spotify.com/track/2WfY2N0Md2vEddffnaMPNU,
Papaya,"Urszula Dudziak, Walk Away",Magic Lady,https://open.spotify.com/track/2aGhWZn0GnxdOdSJJVeNwa,
Believe,Cher,Believe,https://open.spotify.com/track/2goLsvvODILDzeeiT4dAoR,
Stop the Rock - Apollo 440 Mix,Apollo 440,Top Of The Pop' s Vol. 2/'99,https://open.spotify.com/track/2jCT8jVTcMTCO7Ffx9boSn,
Wild World - 2009 Remastered Version,Mr. Big,Bump Ahead [Expanded],https://open.spotify.com/track/2kj5f1eRhUFhW6K0qUwoD8,
It Was A Good Day,Ice Cube,The Predator,https://open.spotify.com/track/2qOm7ukLyHUXWyR4ZWLwxA,
Bombtrack,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),https://open.spotify.com/track/2rBHnIxbhkMGLpqmsNX91M,
Takie tango,Budka Suflera,Nic Nie Boli Tak Jak Życie,https://open.spotify.com/track/2w0g3wLkzlGj9mW4QTk3yU,
Boskie Buenos (Buenos Aires),Maanam,The Best Of Kora & Maanam Volume 1,https://open.spotify.com/track/2xtIazYoqL33NVSWAJn8k0,
Gdy nie ma dzieci,Kult,Ostateczny krach systemu korporacji,https://open.spotify.com/track/318KZH2O4R003o3hL1aDqS,
Losing My Religion,R.E.M.,Out Of Time (25th Anniversary Edition),https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx,
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,Let's Talk About Love,https://open.spotify.com/track/33LC84JgLvK2KuW43MfaNq,
"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",https://open.spotify.com/track/34x6hEJgGAOQvmlMql5Ige,
"Take Me Home, Country Roads",John Denver,"The John Denver Collection, Vol 1: Take Me Home Country Roads",https://open.spotify.com/track/39q7xibBdRboeMKUbZEB6g,
Bad,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",https://open.spotify.com/track/3FvQH46A4B37eNHjooIXcu,
Skóra,Aya RL,Aya RL (Czerwona),https://open.spotify.com/track/3MADYAQDPs5ACYIQZTCQPU,
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),https://open.spotify.com/track/3MjUtNVVq3C8Fn0MP3zhXa,
Check Yo Self - Remix,"Ice Cube, Das EFX",Bootlegs And B-Sides,https://open.spotify.com/track/3NGT0Td7H4Is1qrlDQJxma,
Pokémon Theme,Pokémon,Pokemon - 2.b.a. Master - Music From The Hit Tv Series,https://open.spotify.com/track/3OIHgTyQdiAGMmpjQaNxp3,
Biała armia,Bajm,Biala Armia,https://open.spotify.com/track/3QdHnADl1gJHrbGlpWdMax,
Pretty Fly (For A White Guy),The Offspring,Americana,https://open.spotify.com/track/3SFXsFpeGmBTtQvKiwYMDA,
Jump Around,House Of Pain,House of Pain (Fine Malt Lyrics),https://open.spotify.com/track/3TZwjdclvWt7iPJUnMpgcs,
Maria Maria (feat. The Product G&B),"Santana, The Product G&B",Supernatural (Remastered),https://open.spotify.com/track/3XKIUb7HzIF1Vu9usunMzc,
Kiss from a Rose,Seal,Seal,https://open.spotify.com/track/3YKptz29AsOlm7WAVnztBh,
Moja i Twoja Nadzieja,"Hey, Edyta Bartosiewicz",Fire,https://open.spotify.com/track/3a7elKJsZvbRK5CiBvXQMb,
All Star,Smash Mouth,Astro Lounge,https://open.spotify.com/track/3cfOd4CMv2snFaKAnMdnvK,
Honor To Us All,"Lea Salonga, Beth Fowler, Marni Nixon, Chorus - Mulan",Mulan Original Soundtrack,https://open.spotify.com/track/3dn0WbPmRrKV9t6LlmgDLg,
California Love - Original Version,"2Pac, Roger, Dr. Dre",Greatest Hits,https://open.spotify.com/track/3ia3dJETSOllPsv3LJkE35,
Why Does My Heart Feel so Bad?,Moby,Play,https://open.spotify.com/track/3llxqT4IdBS7i2CCIPImww,
"Strangers Like Me - From ""Tarzan""/Soundtrack Version",Phil Collins,Tarzan (Banda Sonora Original),https://open.spotify.com/track/3mmi9qWiD7wt9yIq8fmw1Q,
Freed From Desire,Gala,Come Into My Life (The Album),https://open.spotify.com/track/3u5N55tHf7hXATSQrjBh2q,
Cykady na Cykladach - 2011 Remaster,Maanam,Rockandrolle [2001 Remaster],https://open.spotify.com/track/405oT48J84IgtbWVDsCODc,
Chłopaki nie płaczą,T.Love,Chlopaki Nie Placza,https://open.spotify.com/track/40tVex0wO2mzBWlDO6wcj7,
