title,author,album,url,score
Never Really Over,Katy Perry,Smile,https://open.spotify.com/track/1IIV8jglA0klVZy17q665k,
Co Tam,"Kaz Bałagane, Oyche Doniz",Radio Gruz,https://open.spotify.com/track/1LKhZ0RLumaiXtxRuvXffM,
Nie raj,Lao Che,Wiedza o społeczeństwie,https://open.spotify.com/track/1LPzBeE0fNQkklHQayI3dw,
Adibass,Orgonite,Adibass,https://open.spotify.com/track/1N5LVup2la8xiuni9dfsKQ,
Normalnie o tej porze,"Albo Inaczej, Wojciech Gassowski, Kaliber 44, Joka, Abradam",Albo inaczej,https://open.spotify.com/track/1NRbBO7ytFRMz9wDTuOLBF,
"Rundki (feat. Diho, Alberto & Bibic)","Malik Montana, Diho, Alberto, Bibic","Rundki (feat. Diho, Alberto & Bibic)",https://open.spotify.com/track/1QjaX3Jp5kbDDorjL9ktRQ,
Hej Hej!,Daria Zawiałow,Helsinki,https://open.spotify.com/track/1Rn0B4zeGbcttEct0N1XpP,
Dotknij Grzyba,"Alcomindz, Kaz Bałagane, Belmondo","Dziki, Suki, Lampki",https://open.spotify.com/track/1T8LP3NfKlIPU28FX0wUq4,
Ballada Ekologiczna,Feno,Którędy Wychodzi Się Na Ludzi,https://open.spotify.com/track/1U1zY3nvxq5JlIANQolMx9,
Biały i młody,"Bedoes, Kubi Producent",Aby śmierć miała znaczenie,https://open.spotify.com/track/1WrFx5W60Eew5yazKd6Qi9,
Hey Ya!,Outkast,Ultimate Workout,https://open.spotify.com/track/1XZa6MDzWqCTeNATvtxzZY,
Bombaj,Łąki Łan,Syntonia,https://open.spotify.com/track/1YMD2QCXd8tydojunJyEGU,
Romeo & julia,Put-In,Romeo & julia,https://open.spotify.com/track/1YU4A9MPtYOHCG7AFtXZUi,
Frugo,Diho,Orangutan Vol. 07,https://open.spotify.com/track/1YvX7m1paYl1jDfgIiwCvi,
Toy Story,"Bedoes, Kubi Producent, Rafonix",Kwiat polskiej młodzieży,https://open.spotify.com/track/1bpjCGto1wM6A8UOmX32o4,
Show w…,Wac Toja,High Quality,https://open.spotify.com/track/1brDtPVBJJjOpLcJspq6uE,
Chłopcy idą na wojnę,Pidżama Porno,Marchef w butonierce,https://open.spotify.com/track/1cC502alq93Gh0JWE9b1Jq,
positions,Ariana Grande,Positions,https://open.spotify.com/track/1eNoiSrvdNWZfCOrP37jSf,
Wiking,"Sarius, Gibbs",Wszystko co złe,https://open.spotify.com/track/1ef8jV2jElVL74JzBKo6K7,
6.3 AMG,Malik Montana,Tijara,https://open.spotify.com/track/1fby1Nuc2vPuD2fajZU7Xv,
You're Welcome,Dwayne Johnson,Vaiana (English Version/Original Motion Picture Soundtrack/Deluxe Edition),https://open.spotify.com/track/1gAqEg0gMyxJrM4DOOaYEA,
Nie dała mi w klubie,"Młodszy Brat, Polewka Hahaha",Młodsze Flow Mixtape,https://open.spotify.com/track/1gIwmLVUtevdKuR6uq2xYa,
Bella Ciao,"Hardwell, Maddix",Bella Ciao,https://open.spotify.com/track/1geovaCdfs5fSa4NNgFPVe,
Dalibomba,Sandu Ciorba,Jocuri Tiganesti,https://open.spotify.com/track/1ilm24m7ZUZEKp2aKMjlVi,
Soft,"Video, Ania Wyszkoni",Video Gra (Edycja Specjalna),https://open.spotify.com/track/1jg7OAJinLdaiFaYXK5VYN,
Good Time Girl,"Sofi Tukker, Charlie Barker",Treehouse,https://open.spotify.com/track/1kdL29tfKlxVKxLiXy8WuS,
Kapitański Bat,Trzy Maszty,Pierwsza Bitwa,https://open.spotify.com/track/1lgkUoa5QV9nzyWda8aqP4,
Tri Poloski,Davay,Tri Poloski,https://open.spotify.com/track/1mNSomylino1Hoaw3MzCC8,
