title,author,album,url,score
"Hej, czy nie wiecie",Kult,Your Eyes,https://open.spotify.com/track/5aV6NxUaWtQdDV4K6VSLww,
My Name Is Mud,Primus,Pork Soda,https://open.spotify.com/track/5c6gkexa2eWCCBmEb0zXCZ,
All Eyez On Me (ft. Big Syke),"2Pac, Big Syke",All Eyez On Me,https://open.spotify.com/track/5e7ldn9Kwo8Aw9Z8ql9cDj,
Coco Jamboo,Mr. President,We See The Same Sun,https://open.spotify.com/track/5fRvePkRGdpn2nKacG7I6d,
It's Raining Men,The Weather Girls,The Best of Disco,https://open.spotify.com/track/5g6nzsOxwxdoj6sqAl0NXB,
Tequila,The Champs,Greatest Hits / Tequila,https://open.spotify.com/track/5gJKsGij5oGt5H5RSFYXPa,
Szare miraże,Maanam,The Best Of Kora & Maanam Volume II,https://open.spotify.com/track/5kruxMsxFfAadntmuoDVTj,
Rasputin,Boney M.,Daddy Cool,https://open.spotify.com/track/5lWSa1rmuSL6OBPOnkAqoa,
Prawy Do Lewego,"Kayah, Goran Bregović",Kayah & Bregovic,https://open.spotify.com/track/5qJxjjK0Oa82E2b10fSIyY,
Krakowski spleen,Maanam,The Best Of Kora & Maanam Volume 1,https://open.spotify.com/track/5qZAMLRmYIl2o0RHjHNUNb,
Wonderwall - Remastered,Oasis,(What's The Story) Morning Glory? [Remastered],https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,
That's the Way It Is,Céline Dion,The Very Best of Celine Dion,https://open.spotify.com/track/5s4catxeZsaWFnOrvrXZHf,
Would?,Alice In Chains,Dirt,https://open.spotify.com/track/5sFDReWLrZHLFZFjHsjUTS,
Co Ty Tutaj Robisz,Elektryczne Gitary,Na Krzywy Ryj,https://open.spotify.com/track/5xsNmKPDAkR5U85OPyjGg3,
Waiting for Tonight,Jennifer Lopez,On The 6,https://open.spotify.com/track/5yaCquc7koPqtgj7v0lwHX,
Dlugość dźwięku samotności,Myslovitz,Miłość w czasach popkultury,https://open.spotify.com/track/5ytkHKps6RVVDFZwAqVDCB,
To nie ja (2020 Remaster),Edyta Gorniak,Dotyk (2020 Remaster),https://open.spotify.com/track/5zuDr7y3zJXbWrGoxzXPGR,
Scatman (ski-ba-bop-ba-dop-bop),Scatman John,Scatman's World,https://open.spotify.com/track/623rRTKwGmgjH6sjE9uWLh,
Jeremy,Pearl Jam,Ten,https://open.spotify.com/track/62nQ8UZVqR2RMvkJHkcO2o,
Salt Peanuts,Dizzy Gillespie Quintet,An Electrifying Evening With The Dizzy Gillespie Quintet,https://open.spotify.com/track/65hcrO0589fUJwDMJSdN2h,
"Kocham Cię, Kochanie Moje",Maanam,The Best Of Kora & Maanam Volume II,https://open.spotify.com/track/6CwbrtZnJNqef5CqSLqPdX,
RUNNING IN THE 90'S,Max Coveri,SUPER EUROBEAT presents INITIAL D 〜D SELECTION〜,https://open.spotify.com/track/6DlPa2rrVK3BygXJ48WYo3,
Sekret kardynała richelieu,Czerwony Tulipan,Jedyne co mam,https://open.spotify.com/track/6Eu9O7OJLWi2H3Q7IyPFyX,
It's My Life,Dr. Alban,One Love (2nd Edition),https://open.spotify.com/track/6HdM7gzXVgcpepv276raog,
Bracka,Grzegorz Turnau,"To Tu, To Tam",https://open.spotify.com/track/6Jf9IIa0n44P0OUpIEvMMY,
Basket Case,Green Day,Dookie,https://open.spotify.com/track/6L89mwZXSOwYl76YXfX13s,
Last Night a D.J. Saved My Life,Indeep,The Collection,https://open.spotify.com/track/6NSqiyQWIyZLouviktad9X,
Even Flow,Pearl Jam,Ten,https://open.spotify.com/track/6QewNVIDKdSl8Y3ycuHIei,
Sklamalam,Edyta Bartosiewicz,Dzis Sa Moje Urodziny,https://open.spotify.com/track/6VrVLSUrmpdXLcpJqyOVUC,
Enjoy the Silence,Depeche Mode,The Singles 86-98,https://open.spotify.com/track/6WK9dVrRABMkUXFLNlgWFh,
Baiao bongo,Shazza,"Disco Polo top 12, Vol. 1",https://open.spotify.com/track/6gnGlGjlbhObQ1Qs6ZO7p6,
Wehikuł Czasu - To Byłby Cud - 2003 Remaster,Dzem,Najemnik,https://open.spotify.com/track/6oBFFbE8aU6erQXsKJAUyd,
Man! I Feel Like A Woman!,Shania Twain,Come On Over,https://open.spotify.com/track/6sxptembJVty4sNtcPMAVz,
Şımarık,Tarkan,Ölürüm Sana,https://open.spotify.com/track/6vEL7E8TGzrxuxbrgdlkLL,
Mambo No. 5 (a Little Bit of...),Lou Bega,A Little Bit of Mambo,https://open.spotify.com/track/6x4tKaOzfNJpEJHySoiJcs,
Cosmic Girl - Remastered,Jamiroquai,Travelling Without Moving (Remastered),https://open.spotify.com/track/6y0Etr2KJr0sdcEp7ajoUK,
Whoomp! There It Is,Tag Team,Whoomp! There It Is,https://open.spotify.com/track/70jtZsS59vhmyZSsln0std,
Firestarter,The Prodigy,The Fat of the Land,https://open.spotify.com/track/79CUrU5o2KAVDTNm4x3eGU,
Baranek,Kult,Tata Kazika,https://open.spotify.com/track/7ECBfG3O3Sxs3D3TGEU7ag,
Sexbomb,"Tom Jones, Mousse T.",Reload,https://open.spotify.com/track/7GHKA8GIMcND6c5nN1sFnD,
Say My Name,Destiny's Child,The Writing's On The Wall,https://open.spotify.com/track/7H6ev70Weq6DdpZyyTmUXk,
Don't Speak,No Doubt,Tragic Kingdom,https://open.spotify.com/track/7H8zey5My6uNdD2TxeCb9F,
Cherry Pie,Warrant,Cherry Pie,https://open.spotify.com/track/7LygtNjQ65PSdzVjUnHXQb,
Walk,Pantera,Vulgar Display of Power,https://open.spotify.com/track/7fcfNW0XxTWlwVlftzfDOR,
Hey Boy Hey Girl,The Chemical Brothers,Surrender,https://open.spotify.com/track/7kXmJwrZGIhDaLT9sNo3ut,
Gangsta's Paradise,"Coolio, L.V.",Gangsta's Paradise,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4,
She's so High,Tal Bachman,Tal Bachman,https://open.spotify.com/track/7mnGQesk1TzQLzQ9bYWZPR,
The Show Must Go On - Remastered 2011,Queen,Greatest Hits II (Remastered),https://open.spotify.com/track/7ofV2J7Ndzo2s5NBEgfpxl,
Mamona,Republika,Masakra,https://open.spotify.com/track/7qboThq6AiQBDDq2wCj578,
A ja wole moja mame,Majka Jeżowska,A ja wole moja mame,https://open.spotify.com/track/7wtju6KR0xy11ubSq8rPxY,
