title,author,album,url,score
Shape of You,Ed Sheeran,÷ (Deluxe),https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,
Ilę Mogę?,"Te-Tris, Rzeźnik",Lot 2011,https://open.spotify.com/track/7rJFQcpf1vmiBHaVaIFbc8,
Ej Dziewczyno Typu Streetwear,MŁODY DZBAN,Ej Dziewczyno Typu Streetwear,https://open.spotify.com/track/7rUmdyXMBl1NhCaAjdHO0F,
Baby's on Fire,Die Antwoord,Ten$ion,https://open.spotify.com/track/7rmUSOrOLRBzI8Uq63qYcR,
Delirious (Boneless) (feat. Kid Ink),"Steve Aoki, Chris Lake, Tujamo, Kid Ink",Delirious (Boneless) (feat. Kid Ink),https://open.spotify.com/track/7sR0j3bGUnugz07ZDtqLU7,
Hokejowy zamek - Single Version,Pidżama Porno,Hokejowy zamek,https://open.spotify.com/track/7tAf5POEDKUmYNkKryhbML,
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Frank Ocean, Migos, Funk Wav",Funk Wav Bounces Vol.1,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,
Następna stacja,Taco Hemingway,Umowa o dzieło,https://open.spotify.com/track/7ueJWVf5CAGyR8e9wafxTE,
Sail,AWOLNATION,Megalithic Symphony,https://open.spotify.com/track/7ueP5u2qkdZbIPN2YA6LR0,
Infinity 2008,Guru Josh Project,SLAM!FM Presents Clubbin' Best of 2008/2009,https://open.spotify.com/track/7vseIfb8ooQmXzisuinchZ,
Pumped Up Kicks,Foster The People,Torches,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,
Слово пацана,Max Korzh,Домашний (Полная версия),https://open.spotify.com/track/7wAuBGqTBaCiWMtTHEBLcV,
One Last Time,Ariana Grande,My Everything (Deluxe),https://open.spotify.com/track/7xoUc6faLbCqZO6fQEYprd,
