title,author,album,url,score
Maria (I Like It Loud),Scooter,Jumping All Over The World - Whatever You Want,https://open.spotify.com/track/7GFHHOAHdbLzBDTVhA7pnW,
Catgroove,Parov Stelar,"Coco, Pt. 2",https://open.spotify.com/track/7GVMQa516ocresqjZ7XrfJ,
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack","Christina Aguilera, Lil' Kim, Mýa, P!nk",Moulin Rouge,https://open.spotify.com/track/7GbqE3MlkKosIaCvf50JRK,
One Night in Bangkok - Vinylshakerz Screen Cut,Vinylshakerz,One Night in Bangkok (Special Maxi Edition),https://open.spotify.com/track/7GtipYRRQbptOef5a5da8A,
Moving to New York,The Wombats,"Proudly Present... A Guide to Love, Loss & Desperation",https://open.spotify.com/track/7GvkOFkNsM6Exnkyqeajqm,
Wszystko czego dziś chcę,Izabela Trojanowska,"Komu więcej, komu mniej (The Best)",https://open.spotify.com/track/7Gykqx9u74ZTSJtZxUzNQk,
Cry Me a River,Justin Timberlake,Justified,https://open.spotify.com/track/7Lf7oSEVdzZqTA0kEDSlS5,
Pogodniej (złoty środek),"Piotr Bechcicki, Artur Plichta",Piosenki polskich seriali,https://open.spotify.com/track/7Mgiu2fen4lBblqt1mWimn,
Black and White,Kombi,Nie ma zysku (The Best),https://open.spotify.com/track/7a0wv5rBUsxYyxOaqcpqTP,
Miales Byc,Brodka,Album,https://open.spotify.com/track/7aKwFVDQG0MUBX41I5esiU,
Na Szczycie,Grubson,O.R.S.,https://open.spotify.com/track/7aQViYYpIkpJwyCHPysCo4,
Maria,Blondie,Greatest Hits,https://open.spotify.com/track/7bOYOD0d7ByMTXvJnQVl8d,
One More Chance,Bloc Party,One More Chance,https://open.spotify.com/track/7d57hJikVPsmA5w2OJl1Mi,
Crimewave,"Crystal Castles, HEALTH",Crystal Castles,https://open.spotify.com/track/7dxQFzp8zZzgDkaYEXQZIv,
Brianstorm,Arctic Monkeys,Favourite Worst Nightmare,https://open.spotify.com/track/7f9I5WdyXm5q1XqnSYgQZb,
Where The Hood At,DMX,Grand Champ,https://open.spotify.com/track/7fXb8yG4gCsioqzJNZOv69,
In Da Club,50 Cent,Get Rich Or Die Tryin',https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC,
Tarantula - Original Mix,"Pendulum, DJ Fresh, $pyda, Tenor Fly",Hold Your Colour,https://open.spotify.com/track/7ifq3etzDP60X1IRaFVngl,
Dysk Dzokey,Franek Kimono,Franek Kimono,https://open.spotify.com/track/7j8KZXLa7peKCLbnQwezbn,
Ghetto Gospel,2Pac,Loyal To The Game,https://open.spotify.com/track/7jLbTp3qZzah9kMIdW8e5M,
Lay All Your Love On Me,Sylver,Crossroads,https://open.spotify.com/track/7kbooQSu8gmi9hzk62QtNP,
Na co komu dziś,Lady Pank,Nana,https://open.spotify.com/track/7klklmgZSXTGNZ5uIJNIJ9,
Przeżyj to sam,Lombard,Przeżyj to sam (The Best),https://open.spotify.com/track/7l0ORWfw2m6FAO4ESGM7eX,
Kickapoo,Tenacious D,The Pick Of Destiny,https://open.spotify.com/track/7lFgli7y2vo7sjgynHZzBP,
Without Me,Eminem,The Eminem Show,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,
"Paint It, Black - (Original Single Mono Version)",The Rolling Stones,Singles 1965-1967,https://open.spotify.com/track/7lY8aoN3wUR3NY4nUwigPv,
Dres,Big Cyc,Zmien Z Nami Plec!,https://open.spotify.com/track/7ldipoUbtQ5b3O7WVbbJ3C,
Tokyo - Radio Version,Danny Saucedo,Set Your Body Free,https://open.spotify.com/track/7nOXCd2V6vdBgrP7PlD91D,
If Only You,Danny Saucedo,Heart Beats,https://open.spotify.com/track/7pCPYB7Bkxtm4hYc4PbDlu,
Feel Good Hit Of The Summer,Queens of the Stone Age,Rated R,https://open.spotify.com/track/7qTZ3NYt0p2Bdyaq4YS6UL,
I'm Shipping Up To Boston,Dropkick Murphys,The Warrior's Code,https://open.spotify.com/track/7rSERmjAT38lC5QhJ8hnQc,
99 Problems,JAY-Z,The Black Album,https://open.spotify.com/track/7sLpSWxQazJzDVG6YGzlVs,
Hard Rock Hallelujah,Lordi,The Arockalypse,https://open.spotify.com/track/7sZTvm0Sx8umbyQViTE2Qc,
Nie mogę cię zapomnieć,Agnieszka Chylinska,Modern Rocking,https://open.spotify.com/track/7sbE2ZlqFM80MyFGqeTAVz,
Played-A-Live (The Bongo Song),Safri Duo,Episode ll,https://open.spotify.com/track/7uuo02BIR76qZ6ZXQhz7Ys,
Randori,"Peja, Slums Attack, Doniu, Dj Decks",Na legalu?,https://open.spotify.com/track/7uxLfcNh8FgNUIAfAFpzIf,
I Will Survive - Single Version,Gloria Gaynor,Music For Seventies,https://open.spotify.com/track/7wNYqliW0LVNT3B25gGXtw,
Świat Według Kiepskich,Big Cyc,Bombowe Hity,https://open.spotify.com/track/7wbVgLsFcDV3GbXzl3lr9N,
The Pretender,Foo Fighters,"Echoes, Silence, Patience & Grace",https://open.spotify.com/track/7x8dCjCr0x6x2lXKujYD34,
Mueve (GO!),666,Who's Afraid of ... ? (Platinum Edition),https://open.spotify.com/track/7z4WUreJEQM3jGanmUZNtS,
Out of Touch,Daryl Hall & John Oates,The Very Best of Daryl Hall / John Oates,https://open.spotify.com/track/7zLGHdfJ3JRPxvc96mEPEi,
