title,author,album,url,score
Can You Feel It,Max Farenthide,Another 10 Years - JPlanet Dance Music Chronicle,https://open.spotify.com/track/7pMuPuGi395dclX7inJvp3,
Kurz,"Młodszy Brat, Young Dzidzi",Młodsze Flow Mixtape,https://open.spotify.com/track/7pc75Ll1iTmj7hNm3RkkhD,
Shape of You,Ed Sheeran,÷ (Deluxe),https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,
Ej Dziewczyno Typu Streetwear,MŁODY DZBAN,Ej Dziewczyno Typu Streetwear,https://open.spotify.com/track/7rUmdyXMBl1NhCaAjdHO0F,
Hokejowy zamek - Single Version,Pidżama Porno,Hokejowy zamek,https://open.spotify.com/track/7tAf5POEDKUmYNkKryhbML,
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Frank Ocean, Migos, Funk Wav",Funk Wav Bounces Vol.1,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,
Слово пацана,Max Korzh,Домашний (Полная версия),https://open.spotify.com/track/7wAuBGqTBaCiWMtTHEBLcV,
Moonlight Sonata (3rd Movement),Betoven Collection,Betoven - Best Piano Pieces,https://open.spotify.com/track/7wyOeWMb8aiR2qjdCEEYZJ,
Stupid Love,Lady Gaga,Chromatica,https://open.spotify.com/track/7yBbV2k2S2uhaQc24NF2xt,
J'imagine - Junior Eurovision 2020 / France,Valentina,Junior Eurovision Song Contest Poland 2020,https://open.spotify.com/track/7zscLi99gZ9ISwaIW6TYWK,
